Time,Status
11:26:02,Mask
11:26:02,No Mask
11:26:02,No Mask
11:26:02,No Mask
11:26:02,No Mask
11:26:03,Mask
11:26:03,No Mask
11:26:03,No Mask
11:26:03,Mask
11:26:03,No Mask
11:26:03,No Mask
11:26:03,No Mask
11:26:03,Mask
11:26:03,No Mask
11:26:03,Mask
11:26:03,No Mask
11:26:03,Mask
11:26:03,No Mask
11:26:03,No Mask
11:26:03,No Mask
11:26:03,Mask
11:26:03,No Mask
11:26:03,No Mask
11:26:03,No Mask
11:26:03,Mask
11:26:03,No Mask
11:26:03,No Mask
11:26:03,Mask
11:26:03,No Mask
11:26:03,No Mask
11:26:03,Mask
11:26:03,No Mask
11:26:03,No Mask
11:26:03,Mask
11:26:03,No Mask
11:26:03,No Mask
11:26:03,Mask
11:26:03,No Mask
11:26:04,No Mask
11:26:04,Mask
11:26:04,No Mask
11:26:04,No Mask
11:26:04,Mask
11:26:04,No Mask
11:26:04,No Mask
11:26:04,Mask
11:26:04,No Mask
11:26:04,No Mask
11:26:04,Mask
11:26:04,No Mask
11:26:04,No Mask
11:26:04,Mask
11:26:04,No Mask
11:26:04,Mask
11:26:04,Mask
11:26:04,No Mask
11:26:04,No Mask
11:26:04,Mask
11:26:04,No Mask
11:26:04,Mask
11:26:04,Mask
11:26:04,No Mask
11:26:04,Mask
11:26:04,Mask
11:26:04,No Mask
11:26:04,Mask
11:26:04,No Mask
11:26:04,Mask
11:26:05,Mask
11:26:05,No Mask
11:26:05,Mask
11:26:05,No Mask
11:26:05,Mask
11:26:05,No Mask
11:26:05,No Mask
11:26:05,Mask
11:26:05,Mask
11:26:05,No Mask
11:26:05,Mask
11:26:05,No Mask
11:26:05,Mask
11:26:05,No Mask
11:26:05,Mask
11:26:05,Mask
11:26:05,No Mask
11:26:05,No Mask
11:26:05,Mask
11:26:05,No Mask
11:26:05,Mask
11:26:05,Mask
11:26:05,No Mask
11:26:05,No Mask
11:26:05,No Mask
11:26:05,No Mask
11:26:06,No Mask
11:26:06,No Mask
11:26:06,No Mask
11:26:06,No Mask
11:26:06,Mask
11:26:06,Mask
11:26:06,No Mask
11:26:06,No Mask
11:26:06,Mask
11:26:06,No Mask
11:26:06,Mask
11:26:06,No Mask
11:26:06,No Mask
11:26:06,No Mask
11:26:06,Mask
11:26:06,No Mask
11:26:06,No Mask
11:26:06,Mask
11:26:06,No Mask
11:26:06,Mask
11:26:06,No Mask
11:26:06,No Mask
11:26:06,No Mask
11:26:06,Mask
11:26:06,No Mask
11:26:06,No Mask
11:26:06,No Mask
11:26:06,Mask
11:26:06,No Mask
11:26:06,No Mask
11:26:06,Mask
11:26:06,No Mask
11:26:06,Mask
11:26:06,No Mask
11:26:06,No Mask
11:26:06,No Mask
11:26:06,Mask
11:26:06,No Mask
11:26:07,No Mask
11:26:07,Mask
11:26:07,No Mask
11:26:07,No Mask
11:26:07,No Mask
11:26:07,Mask
11:26:07,No Mask
11:26:07,No Mask
11:26:07,Mask
11:26:07,No Mask
11:26:07,No Mask
